wandb: Detected [openai] in use.
wandb: Use W&B Weave for improved LLM call tracing. Install Weave with `pip install weave` then add `import weave` to the top of your script.
wandb: For more information, check out the docs at: https://weave-docs.wandb.ai/
Checkpoint tracker file does not exist: /home/ykwang/mtdata2/DRRO/grpo/latest_checkpointed_iteration.txt
Training from scratch
("Initial validation metrics: {'val/proxy_mean': 0.7478523748031876, "
 "'val/gold_mean': 2.31970865027688, 'val/kl': 0.0, 'val/kl_seq': 0.0}")
step:0 - val/proxy_mean:0.7478523748031876 - val/gold_mean:2.31970865027688 - val/kl:0.0 - val/kl_seq:0.0
Training Progress:   2%|▏         | 12/500 [35:29<30:52:04, 227.71s/it]
step:1 - global_seqlen/min:8700 - global_seqlen/max:8888 - global_seqlen/minmax_diff:188 - global_seqlen/balanced_min:8789 - global_seqlen/balanced_max:8799 - global_seqlen/mean:8794.0 - actor/entropy:1.7392470836639404 - perf/mfu/actor_infer:0 - actor/pg_loss:-2.0863808458670974e-08 - actor/kl_loss:0.0 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/kl_coef:0.0 - actor/grad_norm:0.3200586140155792 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:28.813339233398438 - actor/lr:1e-05 - training/global_step:1 - training/epoch:0 - train/reward_mean:-1.2881798904145398 - critic/score/mean:-1.288179874420166 - critic/score/max:5.171393871307373 - critic/score/min:-6.193778991699219 - critic/rewards/mean:-1.288179874420166 - critic/rewards/max:5.171393871307373 - critic/rewards/min:-6.193778991699219 - critic/advantages/mean:0.03709205240011215 - critic/advantages/max:2.3462302684783936 - critic/advantages/min:-2.173170328140259 - critic/returns/mean:0.03709205240011215 - critic/returns/max:2.3462302684783936 - critic/returns/min:-2.173170328140259 - response_length/mean:121.65625 - response_length/max:128.0 - response_length/min:8.0 - response_length/clip_ratio:0.921875 - response_length_non_aborted/mean:121.65625 - response_length_non_aborted/max:128.0 - response_length_non_aborted/min:8.0 - response_length_non_aborted/clip_ratio:0.921875 - response/aborted_ratio:0.0 - prompt_length/mean:15.75 - prompt_length/max:20.0 - prompt_length/min:11.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:4.4520944356918335e-05 - timing_s/agent_loop/generate_sequences/min:0.2972169779241085 - timing_s/agent_loop/generate_sequences/max:12.462956197094172 - timing_s/agent_loop/generate_sequences/mean:10.93573156536877 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:12.462956197094172 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:11 - timing_s/agent_loop/slowest/response_length:128 - timing_s/gen:20.577907243045047 - timing_s/reward:0.4778062158729881 - timing_s/old_log_prob:19.16510156285949 - timing_s/ref:3.2434680408332497 - timing_s/adv:0.007137923035770655 - timing_s/update_actor:70.41702694818377 - timing_s/step:113.9409735170193 - timing_s/stop_profile:0.000114822993054986 - timing_per_token_ms/update_actor:4.003697233806219 - timing_per_token_ms/ref:0.18441369347471284 - timing_per_token_ms/gen:1.3214684846548321 - timing_per_token_ms/adv:0.0004058405182948974 - perf/total_num_tokens:17588 - perf/time_per_step:113.9409735170193 - perf/throughput:77.18031300378915
step:2 - global_seqlen/min:9152 - global_seqlen/max:9242 - global_seqlen/minmax_diff:90 - global_seqlen/balanced_min:9156 - global_seqlen/balanced_max:9238 - global_seqlen/mean:9197.0 - actor/entropy:1.7326654195785522 - perf/mfu/actor_infer:0 - actor/pg_loss:1.6518242773599923e-08 - actor/kl_loss:0.0010242996895613032 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/kl_coef:0.0 - actor/grad_norm:0.2507288157939911 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:28.861202239990234 - actor/lr:1e-05 - training/global_step:2 - training/epoch:0 - train/reward_mean:-0.5019217049703002 - critic/score/mean:-0.5019217133522034 - critic/score/max:5.143160343170166 - critic/score/min:-6.207334041595459 - critic/rewards/mean:-0.5019217133522034 - critic/rewards/max:5.143160343170166 - critic/rewards/min:-6.207334041595459 - critic/advantages/mean:0.004265554249286652 - critic/advantages/max:2.1134262084960938 - critic/advantages/min:-2.600714921951294 - critic/returns/mean:0.004265554249286652 - critic/returns/max:2.1134262084960938 - critic/returns/min:-2.600714921951294 - response_length/mean:127.328125 - response_length/max:128.0 - response_length/min:42.0 - response_length/clip_ratio:0.9921875 - response_length_non_aborted/mean:127.328125 - response_length_non_aborted/max:128.0 - response_length_non_aborted/min:42.0 - response_length_non_aborted/clip_ratio:0.9921875 - response/aborted_ratio:0.0 - prompt_length/mean:16.375 - prompt_length/max:25.0 - prompt_length/min:11.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:8.905306458473206e-05 - timing_s/agent_loop/generate_sequences/min:1.1004747829865664 - timing_s/agent_loop/generate_sequences/max:13.021901721134782 - timing_s/agent_loop/generate_sequences/mean:12.070373517257394 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:13.021901721134782 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:11 - timing_s/agent_loop/slowest/response_length:128 - timing_s/gen:21.470215091947466 - timing_s/reward:0.46109125996008515 - timing_s/old_log_prob:19.305777235189453 - timing_s/ref:3.2569509940221906 - timing_s/adv:0.0073593598790466785 - timing_s/update_actor:69.72301493003033 - timing_s/step:114.27622214704752 - timing_s/stop_profile:0.00015693414025008678 - timing_per_token_ms/update_actor:3.7905303321751838 - timing_per_token_ms/ref:0.17706594509199688 - timing_per_token_ms/gen:1.3173527483094531 - timing_per_token_ms/adv:0.0004000956767993193 - perf/total_num_tokens:18394 - perf/time_per_step:114.27622214704752 - perf/throughput:80.48043440012877
step:3 - global_seqlen/min:9130 - global_seqlen/max:9159 - global_seqlen/minmax_diff:29 - global_seqlen/balanced_min:9090 - global_seqlen/balanced_max:9199 - global_seqlen/mean:9144.5 - actor/entropy:1.8672378063201904 - perf/mfu/actor_infer:0 - actor/pg_loss:1.0813892004080117e-08 - actor/kl_loss:0.0010446896848179676 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/kl_coef:0.0 - actor/grad_norm:0.2547155022621155 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:28.886646270751953 - actor/lr:1e-05 - training/global_step:3 - training/epoch:0 - train/reward_mean:-1.5024185639631469 - critic/score/mean:-1.5024185180664062 - critic/score/max:5.404701232910156 - critic/score/min:-6.748380661010742 - critic/rewards/mean:-1.5024185180664062 - critic/rewards/max:5.404701232910156 - critic/rewards/min:-6.748380661010742 - critic/advantages/mean:0.00514551205560565 - critic/advantages/max:2.5934810638427734 - critic/advantages/min:-2.106506824493408 - critic/returns/mean:0.00514551205560565 - critic/returns/max:2.5934810638427734 - critic/returns/min:-2.106506824493408 - response_length/mean:123.5078125 - response_length/max:128.0 - response_length/min:13.0 - response_length/clip_ratio:0.9609375 - response_length_non_aborted/mean:123.5078125 - response_length_non_aborted/max:128.0 - response_length_non_aborted/min:13.0 - response_length_non_aborted/clip_ratio:0.9609375 - response/aborted_ratio:0.0 - prompt_length/mean:19.375 - prompt_length/max:41.0 - prompt_length/min:12.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:0.00010802294127643108 - timing_s/agent_loop/generate_sequences/min:0.4710750640369952 - timing_s/agent_loop/generate_sequences/max:12.63471143413335 - timing_s/agent_loop/generate_sequences/mean:11.25905963832156 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:12.63471143413335 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:12 - timing_s/agent_loop/slowest/response_length:128 - timing_s/gen:20.80472491704859 - timing_s/reward:0.4759728228673339 - timing_s/old_log_prob:19.318403715034947 - timing_s/ref:3.253965219948441 - timing_s/adv:0.007271706825122237 - timing_s/update_actor:70.03419117396697 - timing_s/step:113.95031268312596 - timing_s/stop_profile:0.00013018399477005005 - timing_per_token_ms/update_actor:3.82930675126945 - timing_per_token_ms/ref:0.17791925310013892 - timing_per_token_ms/gen:1.3160051184166353 - timing_per_token_ms/adv:0.00039760002324469557 - perf/total_num_tokens:18289 - perf/time_per_step:113.95031268312596 - perf/throughput:80.2498894884923
step:4 - global_seqlen/min:9178 - global_seqlen/max:9308 - global_seqlen/minmax_diff:130 - global_seqlen/balanced_min:9232 - global_seqlen/balanced_max:9254 - global_seqlen/mean:9243.0 - actor/entropy:1.8441880941390991 - perf/mfu/actor_infer:0 - actor/pg_loss:-2.208980731666088e-08 - actor/kl_loss:0.0012654541963001975 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/kl_coef:0.0 - actor/grad_norm:0.36483949422836304 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:28.89120864868164 - actor/lr:1e-05 - training/global_step:4 - training/epoch:0 - train/reward_mean:-1.1405547361355275 - critic/score/mean:-1.140554666519165 - critic/score/max:4.879863739013672 - critic/score/min:-6.67972469329834 - critic/rewards/mean:-1.140554666519165 - critic/rewards/max:4.879863739013672 - critic/rewards/min:-6.67972469329834 - critic/advantages/mean:0.018023066222667694 - critic/advantages/max:2.1784000396728516 - critic/advantages/min:-2.3312273025512695 - critic/returns/mean:0.018023066222667694 - critic/returns/max:2.1784000396728516 - critic/returns/min:-2.3312273025512695 - response_length/mean:126.421875 - response_length/max:128.0 - response_length/min:12.0 - response_length/clip_ratio:0.984375 - response_length_non_aborted/mean:126.421875 - response_length_non_aborted/max:128.0 - response_length_non_aborted/min:12.0 - response_length_non_aborted/clip_ratio:0.984375 - response/aborted_ratio:0.0 - prompt_length/mean:18.0 - prompt_length/max:27.0 - prompt_length/min:12.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:0.0001032829750329256 - timing_s/agent_loop/generate_sequences/min:0.46753722289577127 - timing_s/agent_loop/generate_sequences/max:12.940338870044798 - timing_s/agent_loop/generate_sequences/mean:11.854044912217432 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:12.940338870044798 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:12 - timing_s/agent_loop/slowest/response_length:128 - timing_s/gen:21.027882477035746 - timing_s/reward:0.47982136299833655 - timing_s/old_log_prob:19.367256025085226 - timing_s/ref:3.2477367620449513 - timing_s/adv:0.007435140898451209 - timing_s/update_actor:69.97336543397978 - timing_s/step:114.15346160414629 - timing_s/stop_profile:0.00011798390187323093 - timing_per_token_ms/update_actor:3.785208559665681 - timing_per_token_ms/ref:0.1756862902761523 - timing_per_token_ms/gen:1.2994612827237515 - timing_per_token_ms/adv:0.0004022038785270588 - perf/total_num_tokens:18486 - perf/time_per_step:114.15346160414629 - perf/throughput:80.96994931307694
step:5 - global_seqlen/min:9118 - global_seqlen/max:9130 - global_seqlen/minmax_diff:12 - global_seqlen/balanced_min:9114 - global_seqlen/balanced_max:9134 - global_seqlen/mean:9124.0 - actor/entropy:1.7689650058746338 - perf/mfu/actor_infer:0 - actor/pg_loss:4.027242539450526e-09 - actor/kl_loss:0.0010599273582556634 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/kl_coef:0.0 - actor/grad_norm:0.31334617733955383 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:28.90589141845703 - actor/lr:1e-05 - training/global_step:5 - training/epoch:0 - train/reward_mean:-1.57041329544154 - critic/score/mean:-1.5704132318496704 - critic/score/max:5.227191925048828 - critic/score/min:-6.372391700744629 - critic/rewards/mean:-1.5704132318496704 - critic/rewards/max:5.227191925048828 - critic/rewards/min:-6.372391700744629 - critic/advantages/mean:0.006781303323805332 - critic/advantages/max:2.6613223552703857 - critic/advantages/min:-2.940669298171997 - critic/returns/mean:0.006781303323805332 - critic/returns/max:2.6613223552703857 - critic/returns/min:-2.940669298171997 - response_length/mean:126.0625 - response_length/max:128.0 - response_length/min:31.0 - response_length/clip_ratio:0.96875 - response_length_non_aborted/mean:126.0625 - response_length_non_aborted/max:128.0 - response_length_non_aborted/min:31.0 - response_length_non_aborted/clip_ratio:0.96875 - response/aborted_ratio:0.0 - prompt_length/mean:16.5 - prompt_length/max:27.0 - prompt_length/min:10.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:9.301281534135342e-05 - timing_s/agent_loop/generate_sequences/min:0.8585695000365376 - timing_s/agent_loop/generate_sequences/max:12.335364595986903 - timing_s/agent_loop/generate_sequences/mean:10.77957109638919 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:12.335364595986903 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:10 - timing_s/agent_loop/slowest/response_length:128 - timing_s/gen:20.767350933048874 - timing_s/reward:0.45897976006381214 - timing_s/old_log_prob:19.288210225990042 - timing_s/ref:3.2241701520979404 - timing_s/adv:0.009195222053676844 - timing_s/update_actor:69.60659919702448 - timing_s/step:113.41110336990096 - timing_s/stop_profile:0.0001393440179526806 - timing_per_token_ms/update_actor:3.8144782549881895 - timing_per_token_ms/ref:0.17668622052268415 - timing_per_token_ms/gen:1.287019765310416 - timing_per_token_ms/adv:0.0005039030060103488 - perf/total_num_tokens:18248 - perf/time_per_step:113.41110336990096 - perf/throughput:80.4506765994615
step:6 - global_seqlen/min:8716 - global_seqlen/max:8963 - global_seqlen/minmax_diff:247 - global_seqlen/balanced_min:8829 - global_seqlen/balanced_max:8850 - global_seqlen/mean:8839.5 - actor/entropy:1.5579583644866943 - perf/mfu/actor_infer:0 - actor/pg_loss:-2.0525476429611444e-08 - actor/kl_loss:0.0010017264712587348 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/kl_coef:0.0 - actor/grad_norm:0.3361249566078186 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:28.927661895751953 - actor/lr:1e-05 - training/global_step:6 - training/epoch:0 - train/reward_mean:-0.4042389339301735 - critic/score/mean:-0.4042389392852783 - critic/score/max:4.859861850738525 - critic/score/min:-6.567019462585449 - critic/rewards/mean:-0.4042389392852783 - critic/rewards/max:4.859861850738525 - critic/rewards/min:-6.567019462585449 - critic/advantages/mean:0.029367076233029366 - critic/advantages/max:2.2492449283599854 - critic/advantages/min:-2.3232595920562744 - critic/returns/mean:0.029367076233029366 - critic/returns/max:2.2492449283599854 - critic/returns/min:-2.3232595920562744 - response_length/mean:122.9921875 - response_length/max:128.0 - response_length/min:11.0 - response_length/clip_ratio:0.9296875 - response_length_non_aborted/mean:122.9921875 - response_length_non_aborted/max:128.0 - response_length_non_aborted/min:11.0 - response_length_non_aborted/clip_ratio:0.9296875 - response/aborted_ratio:0.0 - prompt_length/mean:15.125 - prompt_length/max:20.0 - prompt_length/min:11.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:8.836295455694199e-05 - timing_s/agent_loop/generate_sequences/min:0.3563716411590576 - timing_s/agent_loop/generate_sequences/max:12.228621918940917 - timing_s/agent_loop/generate_sequences/mean:10.474242705417055 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:12.228621918940917 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:12 - timing_s/agent_loop/slowest/response_length:128 - timing_s/gen:20.260322846006602 - timing_s/reward:0.46267327503301203 - timing_s/old_log_prob:19.156626380980015 - timing_s/ref:3.2274690659251064 - timing_s/adv:0.0075050531886518 - timing_s/update_actor:69.65111874509603 - timing_s/step:112.81995442998596 - timing_s/stop_profile:0.00013662385754287243 - timing_per_token_ms/update_actor:3.939765752876069 - timing_per_token_ms/ref:0.18255948107501027 - timing_per_token_ms/gen:1.286941678587728 - timing_per_token_ms/adv:0.00042451796983154023 - perf/total_num_tokens:17679 - perf/time_per_step:112.81995442998596 - perf/throughput:78.35050142203022
step:7 - global_seqlen/min:9004 - global_seqlen/max:9961 - global_seqlen/minmax_diff:957 - global_seqlen/balanced_min:9482 - global_seqlen/balanced_max:9483 - global_seqlen/mean:9482.5 - actor/entropy:1.611750602722168 - perf/mfu/actor_infer:0 - actor/pg_loss:-1.7118509276770055e-08 - actor/kl_loss:0.0009836371090159446 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/kl_coef:0.0 - actor/grad_norm:0.2607872486114502 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:28.92797088623047 - actor/lr:1e-05 - training/global_step:7 - training/epoch:0 - train/reward_mean:-0.7018179988081101 - critic/score/mean:-0.70181804895401 - critic/score/max:4.899251937866211 - critic/score/min:-6.300104141235352 - critic/rewards/mean:-0.70181804895401 - critic/rewards/max:4.899251937866211 - critic/rewards/min:-6.300104141235352 - critic/advantages/mean:0.012879028916358948 - critic/advantages/max:2.0190389156341553 - critic/advantages/min:-2.5602293014526367 - critic/returns/mean:0.012879028916358948 - critic/returns/max:2.0190389156341553 - critic/returns/min:-2.5602293014526367 - response_length/mean:124.7890625 - response_length/max:128.0 - response_length/min:12.0 - response_length/clip_ratio:0.9609375 - response_length_non_aborted/mean:124.7890625 - response_length_non_aborted/max:128.0 - response_length_non_aborted/min:12.0 - response_length_non_aborted/clip_ratio:0.9609375 - response/aborted_ratio:0.0 - prompt_length/mean:23.375 - prompt_length/max:44.0 - prompt_length/min:11.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:0.0002626478672027588 - timing_s/agent_loop/generate_sequences/min:0.45537054678425193 - timing_s/agent_loop/generate_sequences/max:12.333511524135247 - timing_s/agent_loop/generate_sequences/mean:10.635931862456346 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:12.333511524135247 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:11 - timing_s/agent_loop/slowest/response_length:128 - timing_s/gen:20.60127830808051 - timing_s/reward:0.5037536639720201 - timing_s/old_log_prob:19.1822581901215 - timing_s/ref:3.2230526299681515 - timing_s/adv:0.00822174409404397 - timing_s/update_actor:69.32078614505008 - timing_s/step:112.8911459047813 - timing_s/stop_profile:0.00012650387361645699 - timing_per_token_ms/update_actor:3.6551956838940196 - timing_per_token_ms/ref:0.169947409964047 - timing_per_token_ms/gen:1.2897563581093414 - timing_per_token_ms/adv:0.00043352196646685845 - perf/total_num_tokens:18965 - perf/time_per_step:112.8911459047813 - perf/throughput:83.99684425205561
step:8 - global_seqlen/min:8909 - global_seqlen/max:8967 - global_seqlen/minmax_diff:58 - global_seqlen/balanced_min:8929 - global_seqlen/balanced_max:8947 - global_seqlen/mean:8938.0 - actor/entropy:1.8388739824295044 - perf/mfu/actor_infer:0 - actor/pg_loss:-1.0288204066455364e-08 - actor/kl_loss:0.0010540315054186067 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/kl_coef:0.0 - actor/grad_norm:0.27673980593681335 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:28.939319610595703 - actor/lr:1e-05 - training/global_step:8 - training/epoch:0 - train/reward_mean:-2.3274160584551282 - critic/score/mean:-2.327415943145752 - critic/score/max:4.471121788024902 - critic/score/min:-6.483743667602539 - critic/rewards/mean:-2.327415943145752 - critic/rewards/max:4.471121788024902 - critic/rewards/min:-6.483743667602539 - critic/advantages/mean:0.019600750878453255 - critic/advantages/max:2.3087351322174072 - critic/advantages/min:-2.065147876739502 - critic/returns/mean:0.019600750878453255 - critic/returns/max:2.3087351322174072 - critic/returns/min:-2.065147876739502 - response_length/mean:123.40625 - response_length/max:128.0 - response_length/min:11.0 - response_length/clip_ratio:0.9296875 - response_length_non_aborted/mean:123.40625 - response_length_non_aborted/max:128.0 - response_length_non_aborted/min:11.0 - response_length_non_aborted/clip_ratio:0.9296875 - response/aborted_ratio:0.0 - prompt_length/mean:16.25 - prompt_length/max:22.0 - prompt_length/min:11.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:9.791296906769276e-05 - timing_s/agent_loop/generate_sequences/min:0.36141243390738964 - timing_s/agent_loop/generate_sequences/max:12.596391923958436 - timing_s/agent_loop/generate_sequences/mean:11.063023157294083 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:12.596391923958436 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:11 - timing_s/agent_loop/slowest/response_length:128 - timing_s/gen:20.752250663936138 - timing_s/reward:0.4637221449520439 - timing_s/old_log_prob:19.23940795706585 - timing_s/ref:3.22815766511485 - timing_s/adv:0.008054119069129229 - timing_s/update_actor:69.9438527841121 - timing_s/step:113.68849366297945 - timing_s/stop_profile:0.0001343740150332451 - timing_per_token_ms/update_actor:3.9127239194513366 - timing_per_token_ms/ref:0.18058613029284235 - timing_per_token_ms/gen:1.3137661853593403 - timing_per_token_ms/adv:0.0004505548819159336 - perf/total_num_tokens:17876 - perf/time_per_step:113.68849366297945 - perf/throughput:78.61833429243943
step:9 - global_seqlen/min:8898 - global_seqlen/max:9094 - global_seqlen/minmax_diff:196 - global_seqlen/balanced_min:8987 - global_seqlen/balanced_max:9005 - global_seqlen/mean:8996.0 - actor/entropy:1.7610772848129272 - perf/mfu/actor_infer:0 - actor/pg_loss:-9.356881491839886e-09 - actor/kl_loss:0.0010207417495848858 - actor/pg_clipfrac:0.0 - actor/ppo_kl:0.0 - actor/pg_clipfrac_lower:0.0 - actor/kl_coef:0.0 - actor/grad_norm:0.3089752793312073 - perf/mfu/actor:0.0 - perf/max_memory_allocated_gb:24.652024269104004 - perf/max_memory_reserved_gb:25.26953125 - perf/cpu_memory_used_gb:28.944644927978516 - actor/lr:1e-05 - training/global_step:9 - training/epoch:0 - train/reward_mean:-0.6603924320079386 - critic/score/mean:-0.6603924036026001 - critic/score/max:5.290410041809082 - critic/score/min:-6.5328450202941895 - critic/rewards/mean:-0.6603924036026001 - critic/rewards/max:5.290410041809082 - critic/rewards/min:-6.5328450202941895 - critic/advantages/mean:0.026366647332906723 - critic/advantages/max:2.3139469623565674 - critic/advantages/min:-3.2832422256469727 - critic/returns/mean:0.026366647332906723 - critic/returns/max:2.3139469623565674 - critic/returns/min:-3.2832422256469727 - response_length/mean:126.0625 - response_length/max:128.0 - response_length/min:13.0 - response_length/clip_ratio:0.9765625 - response_length_non_aborted/mean:126.0625 - response_length_non_aborted/max:128.0 - response_length_non_aborted/min:13.0 - response_length_non_aborted/clip_ratio:0.9765625 - response/aborted_ratio:0.0 - prompt_length/mean:14.5 - prompt_length/max:24.0 - prompt_length/min:10.0 - prompt_length/clip_ratio:0.0 - num_turns/min:2 - num_turns/max:2 - num_turns/mean:2.0 - timing_s/start_profile:9.692204184830189e-05 - timing_s/agent_loop/generate_sequences/min:0.4564506569877267 - timing_s/agent_loop/generate_sequences/max:12.923106680158526 - timing_s/agent_loop/generate_sequences/mean:11.905319549630804 - timing_s/agent_loop/tool_calls/min:0.0 - timing_s/agent_loop/tool_calls/max:0.0 - timing_s/agent_loop/tool_calls/mean:0.0 - timing_s/agent_loop/slowest/generate_sequences:12.923106680158526 - timing_s/agent_loop/slowest/tool_calls:0.0 - timing_s/agent_loop/slowest/prompt_length:12 - timing_s/agent_loop/slowest/response_length:128 - timing_s/gen:21.245399605948478 - timing_s/reward:0.4557104778941721 - timing_s/old_log_prob:19.142538860905915 - timing_s/ref:3.214449445018545 - timing_s/adv:0.008118540979921818 - timing_s/update_actor:70.1695065649692 - timing_s/step:114.29195338394493 - timing_s/stop_profile:0.00010838289745151997 - timing_per_token_ms/update_actor:3.9000392710632057 - timing_per_token_ms/ref:0.1786599291362019 - timing_per_token_ms/gen:1.3166459845035001 - timing_per_token_ms/adv:0.000451230601374045 - perf/total_num_tokens:17992 - perf/time_per_step:114.29195338394493 - perf/throughput:78.71070301668067
